p_true,J,rep,obs,MOM,MLE,ABC-MCMC,ABC-MCMC_cilen,ABC-MCMC_acc,GPS-ABC,GPS-ABC_cilen,GPS-ABC_acc,DNN-ABC,DNN-ABC_cilen,DNN-ABC_acc
0.0001,50,4,0.02096164791548947,4.406850296251319e-05,4.6537581064648944e-05,8.089323833897212e-05,0.00011823196995914523,0.5559265442404007,8.023940490398599e-05,7.747537697654187e-05,0.7045075125208681,7.391180422882636e-05,9.535561723687241e-05,0.6994991652754591
0.0001,50,20,0.029041859973632414,0.00013316489397346976,0.00014086084523341102,0.00012762950892600757,0.0002132839198334876,0.5642737896494157,0.0001592072594880755,0.0001649909696749734,0.6427378964941569,0.00016055077709604265,0.00017687849568721875,0.7128547579298832
0.0001,50,22,0.029585889836023917,0.00021526186489645438,0.00022745387548785094,0.00017064193608821966,0.00031837131545219254,0.5893155258764607,0.00017193632212202995,0.00018877377997855406,0.66110183639399,0.00016493738278058702,0.0001845804173488954,0.654424040066778
0.0001,50,12,0.019458992090375875,6.218923307316215e-05,6.584586100982585e-05,7.970490047338792e-05,0.00014423402969700769,0.6126878130217028,7.137161688116703e-05,8.76974301402182e-05,0.6293823038397329,6.877521552435093e-05,8.872120645814007e-05,0.7212020033388982
0.0001,50,14,0.02313992185287992,6.44813422618351e-05,6.816492158075428e-05,9.280686269989953e-05,0.0001533210856137621,0.5843071786310517,0.0001018101324971178,0.00013356726100914132,0.654424040066778,0.00010516832411047795,0.00014324252436171127,0.6878130217028381
0.0001,50,5,0.019190727701751335,0.00011009908601683494,0.00011632669874843366,6.700841892667953e-05,0.00011536435236634545,0.6160267111853088,7.164829088296376e-05,8.459613270708633e-05,0.6928213689482471,6.845530517200385e-05,7.508710277547224e-05,0.7128547579298832
0.0001,50,8,0.01908214973859722,2.9253005869089854e-05,3.09362815953854e-05,6.259533579450604e-05,9.454509027929291e-05,0.5626043405676127,7.050408044217376e-05,7.691448910897893e-05,0.6928213689482471,6.807116707487697e-05,7.92302584668145e-05,0.7095158597662772
0.0001,50,15,0.026758746066470072,7.825745113165805e-05,8.262869955589049e-05,0.00012910087684927835,0.0002294918173216367,0.5191986644407346,0.00013226532032531278,0.00016832224509813094,0.6878130217028381,0.0001264443914658848,0.0001871997174719776,0.659432387312187
0.0001,50,16,0.018386560258453193,4.3092732246119425e-05,4.555916064740792e-05,6.899922247997184e-05,8.916280392732575e-05,0.6193656093489148,6.0083501624389745e-05,8.554974000731929e-05,0.6894824707846411,6.353598263121596e-05,7.997581910046528e-05,0.7295492487479132
0.0001,50,1,0.01877319045517657,6.329310159935986e-05,6.698779686803403e-05,5.9123691296636135e-05,0.00013167864908097425,0.5759599332220368,6.400069076723242e-05,6.398005162884616e-05,0.6360601001669449,7.010896085579727e-05,9.15330407872181e-05,0.7011686143572621
0.0001,50,6,0.018147237892403034,2.89575950296328e-05,3.0558366403777776e-05,5.352557012299044e-05,0.00010130258521991898,0.5876460767946577,6.513509209481167e-05,9.10716574161584e-05,0.7061769616026711,6.434840433156952e-05,8.750419528439677e-05,0.7345575959933222
0.0001,50,19,0.01696727920408565,4.5833359542390983e-05,4.8448053221213814e-05,5.9378973494579876e-05,8.113265668442093e-05,0.6343906510851419,5.62508453390779e-05,6.386419105661322e-05,0.67779632721202,5.2178910351132294e-05,7.039529911547202e-05,0.7612687813021702
0.0001,50,0,0.014712238082588775,4.875612847127231e-05,5.1530214344505466e-05,4.14143158532712e-05,6.793716722484173e-05,0.5792988313856428,4.03279006007208e-05,3.983041239191881e-05,0.667779632721202,4.093784840815548e-05,5.971407968996115e-05,0.7395659432387313
0.0001,50,3,0.015898116902531203,3.988786207015371e-05,4.2126252815266934e-05,4.310714406532893e-05,8.303982159659627e-05,0.5843071786310517,4.686303565541994e-05,5.00419328345681e-05,0.676126878130217,4.473735314032737e-05,5.753379610089236e-05,0.7445742904841403
0.0001,50,26,0.018560640110414695,5.727922716319833e-05,6.053507850395721e-05,5.301981104819877e-05,0.00011418287283236397,0.5041736227045075,7.227647154004734e-05,7.61780244221134e-05,0.6444073455759599,6.596902623561654e-05,8.125909329332782e-05,0.7195325542570952
0.0001,50,38,0.031146868341434663,0.0004764346847279666,0.0005033658236547977,0.0001917083462393207,0.00021017712376622896,0.6126878130217028,0.00017748510638426236,0.00018534502831761405,0.669449081803005,0.00017685166429065415,0.0002010015324685607,0.6828046744574291
0.0001,50,25,0.019404005487863096,4.8830307412983665e-05,5.165031134396552e-05,7.058961318946849e-05,0.00012387857629458392,0.5642737896494157,6.96395730754725e-05,7.111847345150953e-05,0.679465776293823,7.191636673433402e-05,7.224359304314174e-05,0.7512520868113522
0.0001,50,32,0.024038105451329148,5.184503805388818e-05,5.4777977666963426e-05,0.00010507574244269774,0.00016583141656331367,0.6126878130217028,0.0001143718783200117,0.0001278386829347544,0.669449081803005,0.00011090559105622008,0.00014139631371324707,0.6928213689482471
0.0001,50,34,0.025612159467430583,7.194102022922699e-05,7.610464048354413e-05,0.00014496857045414064,0.0002389335911302545,0.6160267111853088,0.0001316533582237417,0.0001514648213215756,0.6928213689482471,0.00012246193092634578,0.00014668497458484285,0.7045075125208681
0.0001,50,24,0.014178153007774254,3.998536803467845e-05,4.227745213835186e-05,3.9294301460518624e-05,5.866052970422575e-05,0.6093489148580968,4.5261941928437747e-05,8.465521257937065e-05,0.659432387312187,3.928811286050096e-05,5.321765555191847e-05,0.7161936560934892
0.0001,50,28,0.02477349195838642,7.271637823919042e-05,7.686523242062084e-05,0.00011070390676853912,0.0001781266736399401,0.6160267111853088,0.00011453496733769647,0.00014796230796507476,0.664440734557596,0.00010710581309754948,0.00015683643590575148,0.667779632721202
0.0001,50,30,0.02985210306183894,0.00015235995067491848,0.00016115333548082406,0.00012877343730824587,0.00025298663277857495,0.4941569282136895,0.00018320174136536712,0.00019001129712539224,0.666110183639399,0.00017183623950368194,0.00018591917934880379,0.679465776293823
0.0001,50,18,0.011601659268885742,3.0499973213193865e-05,3.227422168413197e-05,2.6137279237492172e-05,4.5135976288008025e-05,0.67779632721202,2.62141351500782e-05,2.777390555979808e-05,0.6811352253756261,2.558460203850994e-05,3.154983311986141e-05,0.7712854757929883
0.0001,50,39,0.016644423014452823,2.9571086594792906e-05,3.127729025027254e-05,5.0555985149560215e-05,9.164433737419831e-05,0.5575959933222037,5.2807044013458586e-05,6.499935201642108e-05,0.6978297161936561,5.575760699638816e-05,0.0001099385274425249,0.7345575959933222
0.0001,50,35,0.023055883327638874,8.706140205771984e-05,9.19197189480706e-05,9.653342705924405e-05,0.00011729965834498938,0.5692821368948247,0.00010955845554711907,0.0001379941546050896,0.6527545909849749,9.512525165093475e-05,0.00011942465793596843,0.6844741235392321
0.0001,50,31,0.01908762882126033,4.0811388703099194e-05,4.310795386721411e-05,7.871196415355388e-05,0.00014822423912192598,0.5676126878130217,6.969698096123878e-05,6.888846662751904e-05,0.669449081803005,7.023308981056995e-05,8.895625276925298e-05,0.7345575959933222
0.0001,50,29,0.019912185666009226,4.8716394614900516e-05,5.144357768723957e-05,7.788317009423007e-05,0.00012541252894819144,0.5542570951585977,6.980140685327621e-05,7.403833579396434e-05,0.6944908180300501,7.465978526274951e-05,0.00010770316721077701,0.671118530884808
0.0001,50,27,0.015914040273245184,4.093056287679531e-05,4.3299523523283555e-05,5.082431409078254e-05,0.00010663192025289574,0.6093489148580968,4.901362651250744e-05,6.170044425625359e-05,0.669449081803005,4.7804612375745393e-05,5.7366326235129005e-05,0.6894824707846411
0.0001,50,33,0.015416060052717786,3.569411699433367e-05,3.7798136175389026e-05,4.840087620753533e-05,8.202862661064051e-05,0.6160267111853088,4.549580459548021e-05,5.118031916883737e-05,0.6293823038397329,4.521105685422427e-05,5.6268763989456575e-05,0.7011686143572621
